Complaint Type,Location Type,Street Name,Borough
Noise - Residential,Residential Building/House,HOMELAWN STREET,QUEENS
Noise - Residential,Residential Building/House,JAMAICA AVENUE,BROOKLYN
HEAT/HOT WATER,RESIDENTIAL BUILDING,WADSWORTH AVENUE,MANHATTAN
Noise - Residential,Residential Building/House,EAST   35 STREET,MANHATTAN
Water Quality,nan,WEST  140 STREET,MANHATTAN
Noise - Street/Sidewalk,Street/Sidewalk,EAST  169 STREET,BRONX
HEAT/HOT WATER,RESIDENTIAL BUILDING,OCEAN AVENUE,BROOKLYN
Noise - Vehicle,Street/Sidewalk,DEVOE TERRACE,BRONX
HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  180 STREET,MANHATTAN
Noise - Street/Sidewalk,Street/Sidewalk,ROCKAWAY BOULEVARD,QUEENS
Noise - Street/Sidewalk,Street/Sidewalk,36 STREET,QUEENS
HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  183 STREET,BRONX
Noise - Street/Sidewalk,Street/Sidewalk,VERNON AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,WEST   23 STREET,MANHATTAN
HEAT/HOT WATER,RESIDENTIAL BUILDING,CRESTON AVENUE,BRONX
Noise - Street/Sidewalk,Street/Sidewalk,WEST   34 STREET,MANHATTAN
Noise - Street/Sidewalk,Street/Sidewalk,WEST  193 STREET,MANHATTAN
HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  167 STREET,BRONX
Noise - Street/Sidewalk,Street/Sidewalk,WESTCHESTER AVENUE,BRONX
Noise - Street/Sidewalk,Street/Sidewalk,WALTON AVENUE,BRONX
Noise - Street/Sidewalk,Street/Sidewalk,VERMILYEA AVENUE,MANHATTAN
HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST TREMONT AVENUE,BRONX
Noise - Street/Sidewalk,Street/Sidewalk,WEST   34 STREET,MANHATTAN
Noise - Residential,Residential Building/House,GRAND CONCOURSE,BRONX
Noise - Residential,Residential Building/House,JACKSON AVENUE,QUEENS
HEAT/HOT WATER,RESIDENTIAL BUILDING,HOMECREST AVENUE,BROOKLYN
Noise - Street/Sidewalk,Street/Sidewalk,ELLWOOD STREET,MANHATTAN
HEAT/HOT WATER,RESIDENTIAL BUILDING,BEACH AVENUE,BRONX
Noise - Vehicle,Street/Sidewalk,NAGLE AVENUE,MANHATTAN
Noise - Vehicle,Street/Sidewalk,DEVOE TERRACE,BRONX
Benefit Card Replacement,NYC Street Address,nan,Unspecified
Traffic Signal Condition,nan,nan,BROOKLYN
HEAT/HOT WATER,RESIDENTIAL BUILDING,COLUMBUS AVENUE,MANHATTAN
Noise - Street/Sidewalk,Street/Sidewalk,WEST   23 STREET,MANHATTAN
Noise - Vehicle,Street/Sidewalk,WEST  160 STREET,MANHATTAN
HEAT/HOT WATER,RESIDENTIAL BUILDING,BOLTON STREET,BRONX
HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST   23 STREET,BROOKLYN
Noise - Street/Sidewalk,Street/Sidewalk,MAIN STREET,BROOKLYN
HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST   84 STREET,MANHATTAN
Noise - Street/Sidewalk,Street/Sidewalk,JAMAICA AVENUE,QUEENS
Noise - Street/Sidewalk,Street/Sidewalk,EAST   54 STREET,MANHATTAN
Noise - Street/Sidewalk,Street/Sidewalk,91 STREET,QUEENS
HEAT/HOT WATER,RESIDENTIAL BUILDING,COLUMBUS AVENUE,MANHATTAN
HEAT/HOT WATER,RESIDENTIAL BUILDING,WILKINSON AVENUE,BRONX
Noise - Street/Sidewalk,Street/Sidewalk,VINCENT AVENUE,BRONX
Non-Emergency Police Matter,Street/Sidewalk,VANDERBILT STREET,BROOKLYN
HEAT/HOT WATER,RESIDENTIAL BUILDING,SHORE ROAD,BROOKLYN
Noise - Vehicle,Street/Sidewalk,STOCKHOLM STREET,BROOKLYN
Noise - Street/Sidewalk,Street/Sidewalk,BEACH AVENUE,BRONX
Noise - Vehicle,Street/Sidewalk,CATON AVENUE,BROOKLYN
Noise - Vehicle,Street/Sidewalk,DEVOE TERRACE,BRONX
Noise - Vehicle,Street/Sidewalk,STOCKHOLM STREET,BROOKLYN
Noise - Street/Sidewalk,Street/Sidewalk,VERNON AVENUE,BROOKLYN
HEAT/HOT WATER,RESIDENTIAL BUILDING,COOPER STREET,MANHATTAN
Noise - Street/Sidewalk,Street/Sidewalk,PROSPECT PLACE,BROOKLYN
Noise - Vehicle,Street/Sidewalk,DEVOE TERRACE,BRONX
HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  180 STREET,MANHATTAN
HEAT/HOT WATER,RESIDENTIAL BUILDING,NEWKIRK AVENUE,BROOKLYN
Non-Emergency Police Matter,Street/Sidewalk,AVENUE S,BROOKLYN
Noise - Vehicle,Street/Sidewalk,DEVOE TERRACE,BRONX
HEAT/HOT WATER,RESIDENTIAL BUILDING,RIVINGTON STREET,MANHATTAN
Traffic Signal Condition,nan,nan,QUEENS
General Construction/Plumbing,nan,CYPRESS COURT,BROOKLYN
Missed Collection (All Materials),Sidewalk,141 AVENUE,QUEENS
HEAT/HOT WATER,RESIDENTIAL BUILDING,PROSPECT AVENUE,BRONX
HEAT/HOT WATER,RESIDENTIAL BUILDING,PROSPECT AVENUE,BRONX
HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST   97 STREET,MANHATTAN
HEAT/HOT WATER,RESIDENTIAL BUILDING,PROSPECT AVENUE,BRONX
HEAT/HOT WATER,RESIDENTIAL BUILDING,DAVIDSON AVENUE,BRONX
HEAT/HOT WATER,RESIDENTIAL BUILDING,CRUGER AVENUE,BRONX
HEAT/HOT WATER,RESIDENTIAL BUILDING,CENTRAL PARK NORTH,MANHATTAN
Illegal Parking,Street/Sidewalk,DELANCY STREET,MANHATTAN
HEAT/HOT WATER,RESIDENTIAL BUILDING,EASTERN PARKWAY,BROOKLYN
HEAT/HOT WATER,RESIDENTIAL BUILDING,CLAREMONT AVENUE,MANHATTAN
HEAT/HOT WATER,RESIDENTIAL BUILDING,DAVIDSON AVENUE,BRONX
HEAT/HOT WATER,RESIDENTIAL BUILDING,ANDERSON AVENUE,BRONX
Traffic Signal Condition,nan,nan,QUEENS
Benefit Card Replacement,NYC Street Address,nan,Unspecified
HEAT/HOT WATER,RESIDENTIAL BUILDING,SUTTER AVENUE,BROOKLYN
HEAT/HOT WATER,RESIDENTIAL BUILDING,PARKSIDE PLACE,BRONX
HEAT/HOT WATER,RESIDENTIAL BUILDING,MARION AVENUE,BRONX
HEAT/HOT WATER,RESIDENTIAL BUILDING,PROSPECT AVENUE,BRONX
PAINT/PLASTER,RESIDENTIAL BUILDING,UNION AVENUE,BRONX
HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  104 STREET,MANHATTAN
HEAT/HOT WATER,RESIDENTIAL BUILDING,OCEAN AVENUE,BROOKLYN
Traffic Signal Condition,nan,nan,QUEENS
PAINT/PLASTER,RESIDENTIAL BUILDING,3 AVENUE,BROOKLYN
Dirty Conditions,Lot,CUMBERLAND STREET,BROOKLYN
PAINT/PLASTER,RESIDENTIAL BUILDING,EAST  163 STREET,BRONX
PLUMBING,RESIDENTIAL BUILDING,LINDEN BOULEVARD,BROOKLYN
Elevator,nan,ROCHESTER AVENUE,BROOKLYN
PAINT/PLASTER,RESIDENTIAL BUILDING,WEST   11 STREET,MANHATTAN
PLUMBING,RESIDENTIAL BUILDING,WASHINGTON AVENUE,BRONX
Graffiti,Residential,EVERIT STREET,BROOKLYN
PLUMBING,RESIDENTIAL BUILDING,ANDERSON AVENUE,BRONX
PAINT/PLASTER,RESIDENTIAL BUILDING,EAST   92 STREET,BROOKLYN
Dirty Conditions,Sidewalk,BRUCKNER BOULEVARD,BRONX
Traffic Signal Condition,nan,nan,MANHATTAN
UNSANITARY CONDITION,RESIDENTIAL BUILDING,BRONXWOOD AVENUE,BRONX
PLUMBING,RESIDENTIAL BUILDING,EAST  107 STREET,MANHATTAN
Benefit Card Replacement,NYC Street Address,nan,Unspecified
PLUMBING,RESIDENTIAL BUILDING,3 AVENUE,BROOKLYN
PLUMBING,RESIDENTIAL BUILDING,WEST   16 STREET,MANHATTAN
SAFETY,RESIDENTIAL BUILDING,31 ROAD,QUEENS
UNSANITARY CONDITION,RESIDENTIAL BUILDING,WEST  181 STREET,MANHATTAN
UNSANITARY CONDITION,RESIDENTIAL BUILDING,BERGEN STREET,BROOKLYN
PLUMBING,RESIDENTIAL BUILDING,2 AVENUE,MANHATTAN
PLUMBING,RESIDENTIAL BUILDING,3 AVENUE,BROOKLYN
UNSANITARY CONDITION,RESIDENTIAL BUILDING,OCEAN AVENUE,BROOKLYN
UNSANITARY CONDITION,RESIDENTIAL BUILDING,116 STREET,QUEENS
WATER LEAK,RESIDENTIAL BUILDING,LENOX ROAD,BROOKLYN
UNSANITARY CONDITION,RESIDENTIAL BUILDING,ANDERSON AVENUE,BRONX
Traffic Signal Condition,nan,nan,QUEENS
UNSANITARY CONDITION,RESIDENTIAL BUILDING,PERRY AVENUE,BRONX
UNSANITARY CONDITION,RESIDENTIAL BUILDING,CASTLETON AVENUE,STATEN ISLAND
SAFETY,RESIDENTIAL BUILDING,116 STREET,QUEENS
UNSANITARY CONDITION,RESIDENTIAL BUILDING,CEDAR AVENUE,BRONX
UNSANITARY CONDITION,RESIDENTIAL BUILDING,80 STREET,QUEENS
UNSANITARY CONDITION,RESIDENTIAL BUILDING,137 STREET,QUEENS
UNSANITARY CONDITION,RESIDENTIAL BUILDING,OCEAN AVENUE,BROOKLYN
UNSANITARY CONDITION,RESIDENTIAL BUILDING,LENOX ROAD,BROOKLYN
Traffic Signal Condition,nan,nan,MANHATTAN
WATER LEAK,RESIDENTIAL BUILDING,19 AVENUE,BROOKLYN
WATER LEAK,RESIDENTIAL BUILDING,TIOGA STREET,STATEN ISLAND
Food Establishment,Restaurant/Bar/Deli/Bakery,EAST   82 STREET,BROOKLYN
Street Light Condition,nan,nan,QUEENS
For Hire Vehicle Complaint,nan,COLUMBUS CIRCLE,MANHATTAN
Illegal Parking,nan,DAVIDSON AVENUE,BRONX
Illegal Parking,nan,AVENUE N,BROOKLYN
Illegal Parking,Street/Sidewalk,EAST   38 STREET,BROOKLYN
Illegal Parking,nan,87 STREET,QUEENS
Lost Property,nan,BROADWAY,MANHATTAN
Noise - Residential,Residential Building/House,WEST  187 STREET,MANHATTAN
Noise - Residential,Residential Building/House,EAST  173 STREET,BRONX
Noise - Vehicle,nan,GRAND AVENUE,QUEENS
Street Condition,Street,BATTERY AVENUE,BROOKLYN
PAINT/PLASTER,RESIDENTIAL BUILDING,DUMONT AVENUE,BROOKLYN
Traffic Signal Condition,nan,nan,MANHATTAN
Consumer Complaint,Commercial Building,STARLING AVENUE,BRONX
Consumer Complaint,nan,RICHMOND AVENUE,STATEN ISLAND
Consumer Complaint,nan,VANDERBILT AVENUE,BROOKLYN
Consumer Complaint,nan,RANDALL AVENUE,BRONX
Consumer Complaint,nan,36 AVENUE,QUEENS
Damaged Tree,Street,49 STREET,BROOKLYN
New Tree Request,Street,MAIN STREET,QUEENS
Noise - Vehicle,Street/Sidewalk,19 STREET,QUEENS
Food Establishment,Restaurant/Bar/Deli/Bakery,nan,Unspecified
Homeless Person Assistance,nan,LEXINGTON AVENUE,MANHATTAN
Homeless Person Assistance,nan,BROADWAY,MANHATTAN
Illegal Parking,Street/Sidewalk,75 STREET,QUEENS
Illegal Parking,Street/Sidewalk,WEST END AVENUE,BROOKLYN
Lost Property,Taxi,BOWERY,MANHATTAN
Noise - Commercial,nan,35 AVENUE,QUEENS
Noise - Residential,nan,TARGEE STREET,STATEN ISLAND
Noise - Residential,nan,HIGHLAND AVENUE,QUEENS
Noise - Residential,Residential Building/House,EAST   21 STREET,MANHATTAN
Maintenance or Facility,Park,nan,BROOKLYN
Noise - Residential,Residential Building/House,WEST  187 STREET,MANHATTAN
Noise - Residential,Residential Building/House,CRUGER AVENUE,BRONX
Noise - Residential,Residential Building/House,WEST  204 STREET,MANHATTAN
Noise - Residential,Residential Building/House,LAUREL HILL TERRACE,MANHATTAN
Noise - Residential,nan,OCEAN AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,BEDFORD AVENUE,BROOKLYN
Noise - Street/Sidewalk,Street/Sidewalk,GREENPOINT AVENUE,BROOKLYN
Noise,nan,SHORE ROAD,BROOKLYN
Homeless Person Assistance,nan,BUSHWICK AVENUE,BROOKLYN
Homeless Person Assistance,nan,ASTOR PLACE,MANHATTAN
Illegal Parking,Street/Sidewalk,164 STREET,QUEENS
Noise - Helicopter,Above Address,129 STREET,QUEENS
Noise - Helicopter,Above Address,EAST   28 STREET,MANHATTAN
Noise - Street/Sidewalk,Street/Sidewalk,EAST   66 STREET,BROOKLYN
Noise - Street/Sidewalk,Street/Sidewalk,WALTON AVENUE,BRONX
Sidewalk Condition,Sidewalk,47 STREET,BROOKLYN
Sidewalk Condition,Sidewalk,BROADWAY,MANHATTAN
Consumer Complaint,Commercial Building,SUTPHIN BOULEVARD,QUEENS
Consumer Complaint,nan,5 AVENUE,BROOKLYN
Consumer Complaint,nan,ARCHER STREET,BRONX
Consumer Complaint,nan,CHURCH AVENUE,BROOKLYN
Consumer Complaint,Commercial Building,JACKSON AVENUE,QUEENS
Consumer Complaint,Commercial Building,BEDFORD AVENUE,BROOKLYN
Consumer Complaint,Commercial Building,CATON AVENUE,BROOKLYN
Consumer Complaint,Commercial Building,NORTHERN BOULEVARD,QUEENS
Illegal Parking,Street/Sidewalk,185 STREET,QUEENS
Illegal Parking,nan,64 AVENUE,QUEENS
Noise - Residential,Residential Building/House,WEBSTER AVENUE,BRONX
Noise - Residential,Residential Building/House,EAST   21 STREET,BROOKLYN
Noise - Residential,Residential Building/House,WHITE PLAINS ROAD,BRONX
Noise - Residential,Residential Building/House,ANDERSON AVENUE,BRONX
Noise - Residential,Residential Building/House,CROTONA AVENUE,BRONX
Noise - Residential,nan,TINTON AVENUE,BRONX
Noise - Residential,Residential Building/House,KINGSBRIDGE AVENUE,STATEN ISLAND
Noise - Street/Sidewalk,Street/Sidewalk,AMSTERDAM AVENUE,MANHATTAN
Noise - Street/Sidewalk,nan,DYCKMAN STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,WEST  134 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,EAST   28 STREET,BROOKLYN
Consumer Complaint,Commercial Building,EAST  140 STREET,BRONX
Consumer Complaint,Commercial Building,63 DRIVE,QUEENS
Consumer Complaint,nan,4 AVENUE,BROOKLYN
Consumer Complaint,nan,KNICKERBOCKER AVENUE,BROOKLYN
Consumer Complaint,nan,20 AVENUE,BROOKLYN
Consumer Complaint,nan,37 AVENUE,QUEENS
Illegal Tree Damage,Street,HURON STREET,BROOKLYN
Rodent,3+ Family Apt. Building,ROCKAWAY AVENUE,BROOKLYN
Rodent,3+ Family Apt. Building,BRISTOL STREET,BROOKLYN
Rodent,Commercial Building,GREENWICH STREET,MANHATTAN
Rodent,3+ Family Apt. Building,CROWN STREET,BROOKLYN
Root/Sewer/Sidewalk Condition,Street,SAWYER AVENUE,STATEN ISLAND
Street Sign - Damaged,Street,AVENUE C,MANHATTAN
Unsanitary Animal Pvt Property,1-2 Family Dwelling,BAISLEY BOULEVARD,QUEENS
Noise - Vehicle,Street/Sidewalk,WEST   37 STREET,MANHATTAN
Noise - Vehicle,nan,LIBERTY AVENUE,BROOKLYN
Sidewalk Condition,Sidewalk,DOUGLASTON PARKWAY,QUEENS
Sidewalk Condition,Sidewalk,CENTER DRIVE DOUGLASTON,QUEENS
Street Condition,Street,RUTLEDGE STREET,BROOKLYN
Consumer Complaint,Commercial Building,LIVONIA AVENUE,BROOKLYN
Consumer Complaint,nan,GLENWOOD ROAD,BROOKLYN
Consumer Complaint,Commercial Building,18 AVENUE,BROOKLYN
HEAT/HOT WATER,RESIDENTIAL BUILDING,ELDER AVENUE,BRONX
Consumer Complaint,Commercial Building,KINGSTON AVENUE,BROOKLYN
Consumer Complaint,Commercial Building,AVENUE OF THE AMERICAS,MANHATTAN
Consumer Complaint,nan,3 AVENUE,MANHATTAN
Consumer Complaint,nan,HAVEMEYER STREET,BROOKLYN
Noise - Residential,Residential Building/House,ERASMUS STREET,BROOKLYN
Noise - Residential,Residential Building/House,AVENUE K,BROOKLYN
Noise - Residential,Residential Building/House,120 STREET,QUEENS
Noise - Residential,nan,SHORE PARKWAY,BROOKLYN
Noise - Residential,nan,HARMAN STREET,BROOKLYN
Noise - Street/Sidewalk,nan,FOX STREET,BRONX
Noise - Vehicle,nan,WEST  172 STREET,MANHATTAN
Sidewalk Condition,Sidewalk,BROADWAY,MANHATTAN
Street Condition,Street,FLATBUSH AVENUE EXTENSION,BROOKLYN
Taxi Complaint,nan,8 AVENUE,MANHATTAN
Consumer Complaint,Commercial Building,FLATBUSH AVENUE,BROOKLYN
Consumer Complaint,nan,GRAND CONCOURSE,BRONX
Consumer Complaint,nan,EAST   91 STREET,BROOKLYN
Consumer Complaint,nan,63 DRIVE,QUEENS
Day Care,Commercial Building,INTERVALE AVENUE,BRONX
Illegal Tree Damage,Street,53 AVENUE,QUEENS
Indoor Air Quality,1-2 Family Dwelling,EAST  100 STREET,BROOKLYN
Overgrown Tree/Branches,Street,WEST DRIVE,QUEENS
Rodent,1-2 Family Dwelling,TIEBOUT AVENUE,BRONX
Rodent,1-2 Family Dwelling,CLIFTON PLACE,BROOKLYN
Consumer Complaint,Commercial Building,LEXINGTON AVENUE,MANHATTAN
Consumer Complaint,Commercial Building,MYRTLE AVENUE,BROOKLYN
Consumer Complaint,Commercial Building,EAST  167 STREET,BRONX
Consumer Complaint,Commercial Building,2 AVENUE,MANHATTAN
Consumer Complaint,Commercial Building,CROSS ISLAND PARKWAY,QUEENS
Consumer Complaint,Commercial Building,MCGUINNESS BOULEVARD,BROOKLYN
Consumer Complaint,nan,JAMAICA AVENUE,QUEENS
Consumer Complaint,nan,LIBERTY AVENUE,QUEENS
Consumer Complaint,nan,EAST  167 STREET,BRONX
Consumer Complaint,nan,EAST KINGSBRIDGE ROAD,BRONX
Consumer Complaint,nan,BEDFORD AVENUE,BROOKLYN
Consumer Complaint,nan,FRANCIS LEWIS BOULEVARD,QUEENS
Consumer Complaint,nan,HYLAN BOULEVARD,STATEN ISLAND
Food Poisoning,Other (Explain Below),ASHLAND PLACE,BROOKLYN
Street Condition,nan,nan,QUEENS
Root/Sewer/Sidewalk Condition,Street,CENTER DRIVE DOUGLASTON,QUEENS
Vending,Street/Sidewalk,EAST   14 STREET,MANHATTAN
Urinating in Public,nan,30 AVENUE,QUEENS
Missed Collection (All Materials),Sidewalk,ROPES AVENUE,BRONX
Illegal Parking,Street/Sidewalk,SHORE PARKWAY,BROOKLYN
Traffic,Street/Sidewalk,85 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,MYRTLE AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,NORTHERN BOULEVARD,QUEENS
Illegal Parking,Street/Sidewalk,AVENUE S,BROOKLYN
Illegal Parking,Street/Sidewalk,POWELLS COVE BOULEVARD,QUEENS
Illegal Parking,Street/Sidewalk,59 AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,WEST  178 STREET,MANHATTAN
Illegal Parking,Street/Sidewalk,BEACH    4 STREET,QUEENS
Illegal Parking,Street/Sidewalk,NASSAU STREET,MANHATTAN
Noise - Residential,Residential Building/House,SENECA AVENUE,QUEENS
Noise - Residential,Residential Building/House,EAST   46 STREET,MANHATTAN
Noise - Vehicle,Street/Sidewalk,PARSONS BOULEVARD,QUEENS
Missed Collection (All Materials),Sidewalk,THIERIOT AVENUE,BRONX
Missed Collection (All Materials),Sidewalk,EAST   53 STREET,BROOKLYN
Missed Collection (All Materials),Sidewalk,MELBA STREET,STATEN ISLAND
Missed Collection (All Materials),Sidewalk,63 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,BAY   41 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,EAST    8 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,78 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,MYRTLE AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,EASTBURN AVENUE,BRONX
Illegal Parking,Street/Sidewalk,78 STREET,BROOKLYN
Consumer Complaint,nan,EAST  233 STREET,BRONX
Missed Collection (All Materials),Sidewalk,201 STREET,QUEENS
Missed Collection (All Materials),Sidewalk,21 AVENUE,BROOKLYN
Noise - Commercial,Club/Bar/Restaurant,LENOX AVENUE,MANHATTAN
Missed Collection (All Materials),Sidewalk,PATCHEN AVENUE,BROOKLYN
Missed Collection (All Materials),Sidewalk,84 DRIVE,QUEENS
Missed Collection (All Materials),Sidewalk,HOPKINS AVENUE,STATEN ISLAND
Illegal Parking,Street/Sidewalk,SUTTER AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,37 AVENUE,QUEENS
Illegal Parking,Street/Sidewalk,115 STREET,QUEENS
Illegal Parking,Street/Sidewalk,AVENUE O,BROOKLYN
Illegal Parking,Street/Sidewalk,DEVOE TERRACE,BRONX
Illegal Parking,Street/Sidewalk,STEINWAY STREET,QUEENS
Illegal Parking,Street/Sidewalk,LEXINGTON AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,WEST  163 STREET,BRONX
Illegal Parking,Street/Sidewalk,OLMSTEAD AVENUE,BRONX
Illegal Parking,Street/Sidewalk,DEVOE TERRACE,BRONX
Illegal Parking,Street/Sidewalk,254 STREET,QUEENS
Illegal Parking,Street/Sidewalk,STERLING PLACE,BROOKLYN
Illegal Parking,Street/Sidewalk,BROADWAY,MANHATTAN
Blocked Driveway,Street/Sidewalk,DEVOE TERRACE,BRONX
Blocked Driveway,Street/Sidewalk,EAST   18 STREET,BROOKLYN
Blocked Driveway,Street/Sidewalk,187 STREET,QUEENS
Blocked Driveway,Street/Sidewalk,JEFFERSON AVENUE,BROOKLYN
Food Poisoning,Cafeteria - College/University,THOMSON AVENUE,QUEENS
Consumer Complaint,nan,BROADWAY,MANHATTAN
Graffiti,Residential,NEW YORK AVENUE,BROOKLYN
Blocked Driveway,Street/Sidewalk,WHARTON PLACE,BROOKLYN
Blocked Driveway,Street/Sidewalk,HALSEY STREET,BROOKLYN
Blocked Driveway,Street/Sidewalk,72 STREET,BROOKLYN
Blocked Driveway,Street/Sidewalk,45 AVENUE,QUEENS
Blocked Driveway,Street/Sidewalk,98 STREET,QUEENS
Blocked Driveway,Street/Sidewalk,WEST   28 STREET,MANHATTAN
Blocked Driveway,Street/Sidewalk,CARY AVENUE,STATEN ISLAND
Blocked Driveway,Street/Sidewalk,CHAUNCEY STREET,BROOKLYN
Derelict Vehicles,Street,EAST   94 STREET,BROOKLYN
Blocked Driveway,Street/Sidewalk,116 STREET,QUEENS
Blocked Driveway,Street/Sidewalk,107 STREET,QUEENS
Damaged Tree,Street,nan,Unspecified
Blocked Driveway,Street/Sidewalk,STEPHENS AVENUE,BRONX
Blocked Driveway,Street/Sidewalk,EAST   98 STREET,BROOKLYN
Blocked Driveway,Street/Sidewalk,ELDERT LANE,QUEENS
Blocked Driveway,Street/Sidewalk,ALBANY AVENUE,BROOKLYN
Non-Emergency Police Matter,Park/Playground,COMMONWEALTH BOULEVARD,QUEENS
Noise,nan,SNYDER AVENUE,BROOKLYN
Street Light Condition,nan,128 STREET,QUEENS
Traffic Signal Condition,nan,nan,BRONX
DOF Property - Request Copy,Property Address,nan,BROOKLYN
DOOR/WINDOW,RESIDENTIAL BUILDING,MELROSE AVENUE,BRONX
Animal-Abuse,Residential Building/House,HARMAN STREET,BROOKLYN
SCRIE,Senior Address,nan,BROOKLYN
Animal-Abuse,nan,PROSPECT PARK,BROOKLYN
Blocked Driveway,nan,CROES AVENUE,BRONX
Blocked Driveway,nan,AVENUE M,BROOKLYN
Sweeping/Missed,Sidewalk,83 AVENUE,QUEENS
Animal-Abuse,nan,MORRIS AVENUE,BRONX
Blocked Driveway,Street/Sidewalk,115 AVENUE,QUEENS
Blocked Driveway,nan,CARPENTER AVENUE,BRONX
Derelict Vehicles,Street,PARKSIDE AVENUE,BROOKLYN
Street Condition,nan,EAST   95 STREET,BROOKLYN
Hazardous Materials,nan,PAULDING AVENUE,BRONX
Lead,nan,CARROLL STREET,BROOKLYN
Missed Collection (All Materials),Sidewalk,220 PLACE,QUEENS
DOOR/WINDOW,RESIDENTIAL BUILDING,3 AVENUE,BROOKLYN
Derelict Vehicles,Street,EAST    2 STREET,BROOKLYN
Noise,nan,UNION STREET,QUEENS
Street Light Condition,nan,VINCENT AVENUE,BRONX
Derelict Vehicles,Street,WALTON STREET,BROOKLYN
Derelict Vehicles,Street,GREENWICH STREET,MANHATTAN
Street Light Condition,nan,VAN WYCK EXPY,QUEENS
Derelict Vehicles,Street,102 ROAD,QUEENS
Street Condition,nan,RICHMOND TERRACE,STATEN ISLAND
Street Condition,nan,ELK DRIVE,QUEENS
Street Condition,nan,MADISON AVENUE,MANHATTAN
Missed Collection (All Materials),Sidewalk,GUY R BREWER BOULEVARD,QUEENS
Air Quality,nan,8 AVENUE,BROOKLYN
Missed Collection (All Materials),Sidewalk,RICHARD LANE,STATEN ISLAND
Lead,nan,67 STREET,BROOKLYN
Missed Collection (All Materials),Sidewalk,21 AVENUE,BROOKLYN
Lead,nan,MORRIS AVENUE,BRONX
ELECTRIC,RESIDENTIAL BUILDING,116 STREET,QUEENS
ELECTRIC,RESIDENTIAL BUILDING,EAST   61 STREET,MANHATTAN
Homeless Street Condition,Street/Sidewalk,BROADWAY,MANHATTAN
Homeless Person Assistance,nan,46 STREET,QUEENS
Lead,nan,CLAREMONT AVENUE,MANHATTAN
DOOR/WINDOW,RESIDENTIAL BUILDING,ANDERSON AVENUE,BRONX
Noise,nan,WEST   34 STREET,MANHATTAN
FLOORING/STAIRS,RESIDENTIAL BUILDING,EAST  163 STREET,BRONX
Noise,nan,41 AVENUE,QUEENS
Noise,nan,MARINE AVENUE,BROOKLYN
DOOR/WINDOW,RESIDENTIAL BUILDING,ST PAULS PLACE,BROOKLYN
HPD Literature Request,nan,nan,Unspecified
General Construction/Plumbing,nan,EAST   65 STREET,MANHATTAN
DOOR/WINDOW,RESIDENTIAL BUILDING,3 AVENUE,BROOKLYN
Emergency Response Team (ERT),nan,60 STREET,BROOKLYN
Noise - Vehicle,Street/Sidewalk,WEST  204 STREET,MANHATTAN
Street Condition,nan,ST PAUL'S AVENUE,STATEN ISLAND
Lead,nan,CHERRY STREET,MANHATTAN
Lead,nan,KINGSLAND AVENUE,BRONX
Lead,nan,58 STREET,BROOKLYN
Noise - Vehicle,Street/Sidewalk,34 AVENUE,QUEENS
APPLIANCE,RESIDENTIAL BUILDING,BEVERLY ROAD,BROOKLYN
Missed Collection (All Materials),Sidewalk,BRUNER AVENUE,BRONX
Lead,nan,PRESIDENT STREET,BROOKLYN
Noise - Commercial,Club/Bar/Restaurant,MYRTLE AVENUE,BROOKLYN
Noise - Commercial,Store/Commercial,NEWTOWN AVENUE,QUEENS
Noise,nan,CLINTON STREET,BROOKLYN
Noise,nan,CLINTON STREET,BROOKLYN
Noise - Vehicle,Street/Sidewalk,WEST   51 STREET,MANHATTAN
Noise - Vehicle,Street/Sidewalk,ORANGE STREET,BROOKLYN
GENERAL,RESIDENTIAL BUILDING,EAST   78 STREET,MANHATTAN
GENERAL,RESIDENTIAL BUILDING,BRUCKNER BOULEVARD,BRONX
Noise - Residential,Residential Building/House,AINSLIE STREET,BROOKLYN
Noise,nan,125 STREET,QUEENS
Noise,nan,WICKHAM AVENUE,BRONX
Noise - Residential,nan,16 AVENUE,BROOKLYN
ELECTRIC,RESIDENTIAL BUILDING,LENOX ROAD,BROOKLYN
